PeriodeAttente,Delais_d'attente,Region,Chirurgie_generale,Chirurgie_orthopedique,Chirurgie_plastique,Chirurgie_vasculaire,Neurochirurgie,Obstetrique_et_gynecologie,Ophtalmologie,ORL_chirurgie_cervico_faciale,Urologie,Autres,Total
2223-P10,0 à 6 mois,RSS16,2316,3427,366,55,54,1007,4096,1857,883,191,14252
2223-P10,6 à 12 mois,RSS16,672,1603,203,17,31,306,1196,487,213,113,4841
2223-P10,Plus d'1 an,RSS16,420,1698,140,6,71,151,268,314,44,154,3266
2223-P11,0 à 6 mois,RSS01,527,679,0,0,0,129,603,21,197,274,2430
2223-P11,6 à 12 mois,RSS01,112,228,0,0,0,7,146,,20,28,541
2223-P11,Plus d'1 an,RSS01,20,17,0,0,0,1,0,,7,9,54
2223-P11,0 à 6 mois,RSS02,794,861,161,28,58,212,1445,502,359,177,4597
2223-P11,6 à 12 mois,RSS02,371,323,62,15,60,73,313,106,193,86,1602
2223-P11,Plus d'1 an,RSS02,150,129,102,17,36,48,24,74,70,73,723
2223-P11,0 à 6 mois,RSS03,2252,2472,274,97,236,818,2033,2015,798,453,11448
2223-P11,6 à 12 mois,RSS03,550,829,94,12,53,323,238,458,276,214,3047
2223-P11,Plus d'1 an,RSS03,90,362,246,2,16,27,10,86,17,39,895
2223-P11,0 à 6 mois,RSS04,1199,1178,62,79,93,469,1213,862,543,232,5930
2223-P11,6 à 12 mois,RSS04,319,403,63,9,27,20,109,219,96,50,1315
2223-P11,Plus d'1 an,RSS04,39,93,50,14,14,0,23,43,86,4,366
2223-P11,0 à 6 mois,RSS05,1173,1589,366,39,123,430,2101,902,399,271,7393
2223-P11,6 à 12 mois,RSS05,399,734,213,6,88,226,654,377,148,130,2975
2223-P11,Plus d'1 an,RSS05,375,308,195,3,91,298,39,241,179,81,1810
2223-P11,0 à 6 mois,RSS06,7326,5652,1787,262,542,2560,8096,4338,2304,1409,34276
2223-P11,6 à 12 mois,RSS06,2500,2797,1026,63,185,519,2164,1444,709,493,11900
2223-P11,Plus d'1 an,RSS06,1067,2031,1269,46,92,258,748,824,406,162,6903
2223-P11,0 à 6 mois,RSS07,633,792,182,22,71,232,1031,460,206,123,3752
2223-P11,6 à 12 mois,RSS07,296,415,73,3,19,99,177,200,125,96,1503
2223-P11,Plus d'1 an,RSS07,454,372,69,1,48,246,89,592,104,51,2026
2223-P11,0 à 6 mois,RSS08,400,768,6,0,0,166,347,77,136,37,1937
2223-P11,6 à 12 mois,RSS08,75,49,0,0,0,15,102,,27,7,275
2223-P11,Plus d'1 an,RSS08,16,1,0,0,0,0,6,,,0,23
2223-P11,0 à 6 mois,RSS09,235,242,32,0,0,45,134,178,23,38,927
2223-P11,6 à 12 mois,RSS09,37,30,11,0,0,6,1,14,,4,103
2223-P11,Plus d'1 an,RSS09,1,0,40,0,0,1,0,,,2,44
2223-P11,0 à 6 mois,RSS10,40,0,0,0,0,14,0,5,,0,59
2223-P11,6 à 12 mois,RSS10,1,0,0,0,0,8,0,1,,0,10
2223-P11,Plus d'1 an,RSS10,0,0,0,0,0,2,0,2,,0,4
2223-P11,0 à 6 mois,RSS11,310,354,6,0,0,57,307,203,16,82,1335
2223-P11,6 à 12 mois,RSS11,42,67,2,0,0,5,8,27,8,26,185
2223-P11,Plus d'1 an,RSS11,6,3,0,0,0,1,0,4,,1,15
2223-P11,0 à 6 mois,RSS12,941,1455,140,0,0,284,863,535,307,569,5094
2223-P11,6 à 12 mois,RSS12,132,421,69,0,0,17,196,91,70,59,1055
2223-P11,Plus d'1 an,RSS12,69,40,25,0,0,3,64,77,34,37,349
2223-P11,0 à 6 mois,RSS13,426,529,79,79,0,135,832,587,199,8,2874
2223-P11,6 à 12 mois,RSS13,92,134,9,7,0,21,34,300,20,5,622
2223-P11,Plus d'1 an,RSS13,8,11,4,0,0,7,1,11,1,4,47
2223-P11,0 à 6 mois,RSS14,880,1059,183,60,0,275,1316,573,360,114,4820
2223-P11,6 à 12 mois,RSS14,420,559,149,12,0,49,678,251,153,48,2319
2223-P11,Plus d'1 an,RSS14,439,439,212,77,0,14,289,505,239,19,2233
2223-P11,0 à 6 mois,RSS15,1942,1689,77,111,0,380,905,409,500,45,6058
2223-P11,6 à 12 mois,RSS15,792,1244,49,22,0,22,134,93,53,5,2414
2223-P11,Plus d'1 an,RSS15,342,808,153,23,0,6,5,90,14,2,1443
2223-P11,0 à 6 mois,RSS16,2380,3408,368,52,49,971,3892,1947,804,164,14035
2223-P11,6 à 12 mois,RSS16,640,1584,205,20,27,299,1147,495,210,117,4744
2223-P11,Plus d'1 an,RSS16,404,1704,152,6,70,140,175,330,51,156,3188
2223-P12,0 à 6 mois,RSS01,552,710,0,0,0,136,569,27,209,291,2494
2223-P12,6 à 12 mois,RSS01,95,180,0,0,0,7,110,,18,36,446
2223-P12,Plus d'1 an,RSS01,20,23,0,0,0,2,0,,4,1,50
2223-P12,0 à 6 mois,RSS02,781,1005,203,41,58,197,1512,469,388,253,4907
2223-P12,6 à 12 mois,RSS02,329,276,59,10,52,76,309,110,147,69,1437
2223-P12,Plus d'1 an,RSS02,145,119,111,8,35,44,26,82,67,41,678
2223-P12,0 à 6 mois,RSS03,2312,2612,244,77,219,842,2082,2025,804,491,11708
2223-P12,6 à 12 mois,RSS03,528,695,95,11,38,340,195,409,274,162,2747
2223-P12,Plus d'1 an,RSS03,94,333,211,5,14,29,7,65,17,45,820
2223-P12,0 à 6 mois,RSS04,1141,1320,63,88,109,435,1181,950,533,237,6057
2223-P12,6 à 12 mois,RSS04,307,328,58,17,26,23,121,239,95,49,1263
2223-P12,Plus d'1 an,RSS04,53,93,48,15,14,1,26,52,89,6,397
2223-P12,0 à 6 mois,RSS05,1236,1664,370,41,144,438,2087,1008,415,272,7675
2223-P12,6 à 12 mois,RSS05,384,668,179,9,78,189,555,340,128,142,2672
2223-P12,Plus d'1 an,RSS05,329,278,192,2,83,287,47,227,175,83,1703
2223-P12,0 à 6 mois,RSS06,7531,5651,1861,262,541,2434,8020,4528,2320,1325,34473
2223-P12,6 à 12 mois,RSS06,2385,2748,989,62,192,498,1985,1433,624,483,11399
2223-P12,Plus d'1 an,RSS06,1009,1894,1165,42,92,200,684,809,382,152,6429
2223-P12,0 à 6 mois,RSS07,664,827,213,21,70,227,1190,492,216,91,4011
2223-P12,6 à 12 mois,RSS07,270,395,60,4,22,123,198,206,106,136,1520
2223-P12,Plus d'1 an,RSS07,449,336,61,0,38,220,94,582,98,40,1918
2223-P12,0 à 6 mois,RSS08,386,865,10,0,0,187,381,53,138,40,2060
2223-P12,6 à 12 mois,RSS08,76,34,0,0,0,2,92,1,27,5,237
2223-P12,Plus d'1 an,RSS08,14,1,0,0,0,1,0,,,0,16
2223-P12,0 à 6 mois,RSS09,251,205,12,0,0,62,135,154,20,62,901
2223-P12,6 à 12 mois,RSS09,20,19,31,0,0,3,1,8,,4,86
2223-P12,Plus d'1 an,RSS09,3,1,40,0,0,1,0,,,2,47
2223-P12,0 à 6 mois,RSS10,28,0,0,0,0,17,0,5,,0,50
2223-P12,6 à 12 mois,RSS10,1,0,0,0,0,8,0,,,0,9
2223-P12,Plus d'1 an,RSS10,0,0,0,0,0,2,0,2,,0,4
2223-P12,0 à 6 mois,RSS11,339,414,7,0,0,59,310,235,21,100,1485
2223-P12,6 à 12 mois,RSS11,41,62,0,0,0,7,10,26,8,32,186
2223-P12,Plus d'1 an,RSS11,5,4,0,0,0,0,0,3,,13,25
2223-P12,0 à 6 mois,RSS12,958,1462,125,0,0,297,919,517,330,585,5193
2223-P12,6 à 12 mois,RSS12,109,423,71,0,0,14,28,89,66,45,845
2223-P12,Plus d'1 an,RSS12,62,35,19,0,0,2,13,61,18,19,229
2223-P12,0 à 6 mois,RSS13,459,580,68,71,0,163,863,664,201,10,3079
2223-P12,6 à 12 mois,RSS13,90,98,5,8,0,18,42,282,13,5,561
2223-P12,Plus d'1 an,RSS13,13,13,1,0,0,9,0,10,,2,48
2223-P12,0 à 6 mois,RSS14,925,1125,187,64,0,261,1429,562,371,191,5115
2223-P12,6 à 12 mois,RSS14,383,516,136,14,0,39,636,237,155,33,2149
2223-P12,Plus d'1 an,RSS14,401,413,214,68,0,6,277,481,233,15,2108
2223-P12,0 à 6 mois,RSS15,1943,1713,87,112,0,396,800,433,495,37,6016
2223-P12,6 à 12 mois,RSS15,841,1163,38,24,0,19,121,105,55,5,2371
2223-P12,Plus d'1 an,RSS15,318,736,152,27,0,6,11,87,12,2,1351
2223-P12,0 à 6 mois,RSS16,2292,3561,415,51,42,961,3939,1943,818,169,14191
2223-P12,6 à 12 mois,RSS16,588,1536,181,13,30,250,1164,470,200,132,4564
2223-P12,Plus d'1 an,RSS16,355,1687,148,6,60,144,138,337,47,163,3085
2223-P13,0 à 6 mois,RSS01,516,695,0,0,0,140,599,17,207,320,2494
2223-P13,6 à 12 mois,RSS01,110,173,0,0,0,9,84,,11,31,418
2223-P13,Plus d'1 an,RSS01,21,18,0,0,0,0,2,,5,3,49
2223-P13,0 à 6 mois,RSS02,748,1025,159,30,55,188,1466,478,406,257,4812
2223-P13,6 à 12 mois,RSS02,276,289,59,13,45,58,323,102,148,69,1382
2223-P13,Plus d'1 an,RSS02,145,115,107,8,44,41,35,66,82,37,680
2223-P13,0 à 6 mois,RSS03,2195,2684,262,98,208,846,2065,2107,833,487,11785
2223-P13,6 à 12 mois,RSS03,533,669,95,9,32,402,133,384,236,150,2643
2223-P13,Plus d'1 an,RSS03,71,280,191,1,13,24,6,69,23,39,717
2223-P13,0 à 6 mois,RSS04,1064,1309,60,82,100,420,1064,899,479,259,5736
2223-P13,6 à 12 mois,RSS04,288,312,59,21,23,15,95,298,106,36,1253
2223-P13,Plus d'1 an,RSS04,36,88,32,14,14,2,26,51,87,0,350
2223-P13,0 à 6 mois,RSS05,1174,1685,361,33,111,429,2048,960,449,279,7529
2223-P13,6 à 12 mois,RSS05,412,672,162,6,74,159,415,323,160,142,2525
2223-P13,Plus d'1 an,RSS05,299,255,196,2,77,280,72,241,159,73,1654
2223-P13,0 à 6 mois,RSS06,7395,5813,1945,249,516,2391,8464,4720,2358,1375,35226
2223-P13,6 à 12 mois,RSS06,2381,2628,939,55,190,483,1614,1551,603,440,10884
2223-P13,Plus d'1 an,RSS06,935,1674,1043,43,93,164,640,753,351,121,5817
2223-P13,0 à 6 mois,RSS07,686,809,244,20,64,216,1160,541,224,82,4046
2223-P13,6 à 12 mois,RSS07,286,452,73,5,23,111,187,205,110,144,1596
2223-P13,Plus d'1 an,RSS07,441,338,63,1,46,207,121,589,98,37,1941
2223-P13,0 à 6 mois,RSS08,337,860,14,0,0,171,361,52,155,47,1997
2223-P13,6 à 12 mois,RSS08,49,52,1,0,0,5,62,2,17,3,191
2223-P13,Plus d'1 an,RSS08,12,2,0,0,0,0,0,,,0,14
2223-P13,0 à 6 mois,RSS09,245,173,7,0,0,54,148,151,19,48,845
2223-P13,6 à 12 mois,RSS09,14,10,35,0,0,2,1,3,1,4,70
2223-P13,Plus d'1 an,RSS09,0,1,43,0,0,0,0,,,1,45
2223-P13,0 à 6 mois,RSS10,43,0,0,0,0,15,0,5,,0,63
2223-P13,6 à 12 mois,RSS10,0,0,0,0,0,4,0,,,0,4
2223-P13,Plus d'1 an,RSS10,0,0,0,0,0,2,0,2,,0,4
2223-P13,0 à 6 mois,RSS11,262,356,7,0,0,53,405,180,24,100,1387
2223-P13,6 à 12 mois,RSS11,40,46,0,0,0,2,2,16,6,26,138
2223-P13,Plus d'1 an,RSS11,6,5,0,0,0,0,0,2,,10,23
2223-P13,0 à 6 mois,RSS12,960,1531,127,0,0,306,978,534,323,584,5343
2223-P13,6 à 12 mois,RSS12,131,471,64,0,0,12,26,82,58,55,899
2223-P13,Plus d'1 an,RSS12,53,32,18,0,0,2,5,48,12,13,183
2223-P13,0 à 6 mois,RSS13,393,537,86,57,0,155,756,670,209,7,2870
2223-P13,6 à 12 mois,RSS13,92,123,8,8,0,20,56,321,13,7,648
2223-P13,Plus d'1 an,RSS13,12,8,2,0,0,6,1,18,,2,49
2223-P13,0 à 6 mois,RSS14,1031,1127,173,52,0,274,1358,584,387,199,5185
2223-P13,6 à 12 mois,RSS14,407,567,130,17,0,41,612,206,156,41,2177
2223-P13,Plus d'1 an,RSS14,367,415,206,51,0,7,306,475,221,5,2053
2223-P13,0 à 6 mois,RSS15,1841,1661,110,130,0,367,987,455,526,51,6128
2223-P13,6 à 12 mois,RSS15,839,1153,37,26,0,20,75,101,79,6,2336
2223-P13,Plus d'1 an,RSS15,310,703,145,29,0,7,15,72,11,4,1296
2223-P13,0 à 6 mois,RSS16,2220,3549,407,43,47,949,3877,1956,779,193,14020
2223-P13,6 à 12 mois,RSS16,560,1515,165,13,32,198,1089,517,178,98,4365
2223-P13,Plus d'1 an,RSS16,311,1481,133,5,61,103,132,316,44,51,2637
2324-P01,0 à 6 mois,RSS01,552,636,0,0,0,140,552,17,195,335,2427
2324-P01,6 à 12 mois,RSS01,102,139,0,0,0,7,90,,14,33,385
2324-P01,Plus d'1 an,RSS01,14,17,0,0,0,0,2,,3,5,41
2324-P01,0 à 6 mois,RSS02,697,993,132,33,36,195,1385,525,405,253,4654
2324-P01,6 à 12 mois,RSS02,270,308,65,11,46,50,353,101,138,72,1414
2324-P01,Plus d'1 an,RSS02,144,106,127,7,42,44,39,57,74,37,677
2324-P01,0 à 6 mois,RSS03,2154,2710,244,117,192,816,2109,2128,850,461,11781
2324-P01,6 à 12 mois,RSS03,507,693,103,10,29,418,120,378,243,151,2652
2324-P01,Plus d'1 an,RSS03,83,257,181,2,16,41,5,61,30,40,716
2324-P01,0 à 6 mois,RSS04,1107,1323,72,86,112,424,1086,912,495,275,5892
2324-P01,6 à 12 mois,RSS04,299,298,51,20,27,17,128,301,106,43,1290
2324-P01,Plus d'1 an,RSS04,43,87,32,13,11,1,28,58,83,0,356
2324-P01,0 à 6 mois,RSS05,1197,1676,387,28,128,439,2072,977,470,280,7654
2324-P01,6 à 12 mois,RSS05,382,687,165,6,72,155,401,317,156,139,2480
2324-P01,Plus d'1 an,RSS05,285,245,195,2,73,270,99,238,171,70,1648
2324-P01,0 à 6 mois,RSS06,7224,5699,1943,269,524,2462,8672,4695,2451,1374,35313
2324-P01,6 à 12 mois,RSS06,2409,2744,889,51,191,451,1569,1731,628,411,11074
2324-P01,Plus d'1 an,RSS06,898,1664,1035,38,95,149,569,727,341,151,5667
2324-P01,0 à 6 mois,RSS07,737,775,250,16,77,199,1150,564,215,85,4068
2324-P01,6 à 12 mois,RSS07,288,487,64,4,26,98,170,230,118,145,1630
2324-P01,Plus d'1 an,RSS07,437,352,60,0,42,203,128,575,99,38,1934
2324-P01,0 à 6 mois,RSS08,342,812,9,0,0,161,336,60,155,47,1922
2324-P01,6 à 12 mois,RSS08,51,97,1,0,0,5,62,,16,4,236
2324-P01,Plus d'1 an,RSS08,10,1,0,0,0,0,1,,1,0,13
2324-P01,0 à 6 mois,RSS09,227,129,6,0,0,49,154,161,19,32,777
2324-P01,6 à 12 mois,RSS09,16,5,29,0,0,2,1,2,,2,57
2324-P01,Plus d'1 an,RSS09,4,0,46,0,0,0,0,,,0,50
2324-P01,0 à 6 mois,RSS10,42,0,0,0,0,15,0,5,,2,64
2324-P01,6 à 12 mois,RSS10,0,0,0,0,0,2,0,,,0,2
2324-P01,Plus d'1 an,RSS10,0,0,0,0,0,1,0,2,,0,3
2324-P01,0 à 6 mois,RSS11,197,221,7,0,0,49,411,149,23,64,1121
2324-P01,6 à 12 mois,RSS11,24,31,0,0,0,3,2,16,6,17,99
2324-P01,Plus d'1 an,RSS11,3,7,0,0,0,0,0,2,,7,19
2324-P01,0 à 6 mois,RSS12,953,1560,137,0,0,348,1076,539,309,626,5548
2324-P01,6 à 12 mois,RSS12,154,462,56,0,0,10,38,74,66,98,958
2324-P01,Plus d'1 an,RSS12,56,46,24,0,0,2,4,41,10,10,193
2324-P01,0 à 6 mois,RSS13,374,514,76,50,0,171,672,644,202,7,2710
2324-P01,6 à 12 mois,RSS13,87,121,6,9,0,16,67,327,9,6,648
2324-P01,Plus d'1 an,RSS13,13,5,2,0,0,4,2,16,1,3,46
2324-P01,0 à 6 mois,RSS14,1063,1109,188,49,0,285,1287,581,398,206,5166
2324-P01,6 à 12 mois,RSS14,395,570,126,17,0,47,671,199,151,45,2221
2324-P01,Plus d'1 an,RSS14,363,402,206,49,0,6,315,472,226,5,2044
2324-P01,0 à 6 mois,RSS15,1695,1600,104,129,0,370,996,455,535,39,5923
2324-P01,6 à 12 mois,RSS15,880,1173,28,26,0,16,124,130,83,5,2465
2324-P01,Plus d'1 an,RSS15,333,680,117,31,0,5,13,67,9,3,1258
2324-P01,0 à 6 mois,RSS16,2297,3486,372,44,51,991,3892,1948,781,178,14040
2324-P01,6 à 12 mois,RSS16,551,1579,171,13,35,175,1026,497,170,85,4302
2324-P01,Plus d'1 an,RSS16,315,1423,127,6,61,98,145,322,41,46,2584
2324-P02,0 à 6 mois,RSS01,492,609,0,0,0,115,441,17,208,276,2158
2324-P02,6 à 12 mois,RSS01,88,127,0,0,0,7,106,,13,32,373
2324-P02,Plus d'1 an,RSS01,8,8,0,0,0,0,1,,1,4,22
2324-P02,0 à 6 mois,RSS02,604,976,83,33,40,196,1337,506,423,165,4363
2324-P02,6 à 12 mois,RSS02,244,279,51,7,37,32,326,97,115,57,1245
2324-P02,Plus d'1 an,RSS02,101,67,55,1,32,33,29,41,51,43,453
2324-P02,0 à 6 mois,RSS03,2129,2719,258,119,226,811,2207,1997,915,467,11848
2324-P02,6 à 12 mois,RSS03,463,775,114,12,21,436,141,426,258,125,2771
2324-P02,Plus d'1 an,RSS03,67,189,166,1,19,62,5,52,27,39,627
2324-P02,0 à 6 mois,RSS04,1023,1304,85,76,93,417,1310,849,475,315,5947
2324-P02,6 à 12 mois,RSS04,275,311,46,18,17,13,109,312,95,49,1245
2324-P02,Plus d'1 an,RSS04,52,92,21,9,11,1,25,61,85,2,359
2324-P02,0 à 6 mois,RSS05,1138,1695,425,36,130,416,2047,939,480,277,7583
2324-P02,6 à 12 mois,RSS05,421,668,161,6,71,148,344,293,168,133,2413
2324-P02,Plus d'1 an,RSS05,253,244,184,2,73,256,97,228,171,75,1583
2324-P02,0 à 6 mois,RSS06,7129,5448,2013,256,531,2417,8531,4634,2394,1424,34777
2324-P02,6 à 12 mois,RSS06,2469,2666,712,51,173,482,1596,1885,634,420,11088
2324-P02,Plus d'1 an,RSS06,826,1466,922,33,101,122,492,659,295,144,5060
2324-P02,0 à 6 mois,RSS07,790,752,297,22,76,217,1013,561,218,85,4031
2324-P02,6 à 12 mois,RSS07,300,531,54,3,30,88,171,241,105,143,1666
2324-P02,Plus d'1 an,RSS07,406,321,55,0,49,175,65,557,100,39,1767
2324-P02,0 à 6 mois,RSS08,312,744,12,0,0,149,334,65,147,36,1799
2324-P02,6 à 12 mois,RSS08,32,195,0,0,0,7,62,2,13,3,314
2324-P02,Plus d'1 an,RSS08,5,2,0,0,0,0,4,,,0,11
2324-P02,0 à 6 mois,RSS09,215,145,12,0,0,45,212,169,11,45,854
2324-P02,6 à 12 mois,RSS09,14,1,27,0,0,1,2,2,,6,53
2324-P02,Plus d'1 an,RSS09,3,1,37,0,0,0,0,,,0,41
2324-P02,0 à 6 mois,RSS10,35,0,0,0,0,20,0,,,0,55
2324-P02,6 à 12 mois,RSS10,1,0,0,0,0,5,0,,,0,6
2324-P02,Plus d'1 an,RSS10,0,0,0,0,0,1,0,2,,0,3
2324-P02,0 à 6 mois,RSS11,187,219,7,0,0,51,432,120,8,85,1109
2324-P02,6 à 12 mois,RSS11,19,32,0,0,0,8,4,11,3,12,89
2324-P02,Plus d'1 an,RSS11,6,5,0,0,0,0,0,1,,8,20
2324-P02,0 à 6 mois,RSS12,963,1641,139,0,0,381,1143,566,295,603,5731
2324-P02,6 à 12 mois,RSS12,159,500,45,0,0,10,59,75,53,141,1042
2324-P02,Plus d'1 an,RSS12,56,48,23,0,0,1,4,41,7,6,186
2324-P02,0 à 6 mois,RSS13,400,527,86,47,0,210,709,669,184,8,2840
2324-P02,6 à 12 mois,RSS13,67,149,4,5,0,12,45,296,10,6,594
2324-P02,Plus d'1 an,RSS13,8,3,0,0,0,5,2,26,1,1,46
2324-P02,0 à 6 mois,RSS14,1110,1113,195,47,0,300,1201,561,430,192,5149
2324-P02,6 à 12 mois,RSS14,397,561,113,17,0,42,643,175,150,48,2146
2324-P02,Plus d'1 an,RSS14,369,398,178,29,0,9,304,429,196,10,1922
2324-P02,0 à 6 mois,RSS15,1612,1642,134,134,0,359,886,459,513,27,5766
2324-P02,6 à 12 mois,RSS15,852,1061,20,31,0,21,110,144,85,6,2330
2324-P02,Plus d'1 an,RSS15,312,672,75,25,0,3,10,78,7,3,1185
2324-P02,0 à 6 mois,RSS16,2315,3506,375,44,61,1026,3983,1989,750,212,14261
2324-P02,6 à 12 mois,RSS16,526,1586,179,12,29,152,958,531,161,79,4213
2324-P02,Plus d'1 an,RSS16,300,1330,114,4,63,78,102,310,34,52,2387
2324-P03,0 à 6 mois,RSS01,477,559,0,0,0,104,451,22,198,285,2096
2324-P03,6 à 12 mois,RSS01,77,119,0,0,0,5,105,,20,23,349
2324-P03,Plus d'1 an,RSS01,6,7,0,0,0,0,2,,,2,17
2324-P03,0 à 6 mois,RSS02,577,949,85,37,42,216,1366,462,359,198,4291
2324-P03,6 à 12 mois,RSS02,253,252,22,5,26,33,314,100,127,71,1203
2324-P03,Plus d'1 an,RSS02,66,63,31,2,31,18,31,33,33,20,328
2324-P03,0 à 6 mois,RSS03,2073,2773,255,129,267,845,2408,1957,1001,479,12187
2324-P03,6 à 12 mois,RSS03,465,889,115,10,26,437,167,430,255,125,2919
2324-P03,Plus d'1 an,RSS03,70,164,158,3,18,69,4,45,24,31,586
2324-P03,0 à 6 mois,RSS04,967,1309,91,82,86,422,1317,871,433,292,5870
2324-P03,6 à 12 mois,RSS04,272,263,37,22,18,24,99,328,91,34,1188
2324-P03,Plus d'1 an,RSS04,53,72,14,7,9,1,24,71,84,3,338
2324-P03,0 à 6 mois,RSS05,1066,1635,477,46,155,472,1874,899,524,281,7429
2324-P03,6 à 12 mois,RSS05,430,672,137,7,70,153,395,288,161,148,2461
2324-P03,Plus d'1 an,RSS05,262,247,189,3,76,265,124,229,180,78,1653
2324-P03,0 à 6 mois,RSS06,7002,5428,1938,261,523,2309,8489,4480,2323,1379,34132
2324-P03,6 à 12 mois,RSS06,2557,2541,692,50,185,551,1585,2011,614,417,11203
2324-P03,Plus d'1 an,RSS06,776,1268,882,21,73,110,377,661,267,112,4547
2324-P03,0 à 6 mois,RSS07,738,661,284,35,83,197,1085,543,215,83,3924
2324-P03,6 à 12 mois,RSS07,272,497,59,2,32,110,175,257,94,46,1544
2324-P03,Plus d'1 an,RSS07,389,308,51,1,46,169,71,544,92,35,1706
2324-P03,0 à 6 mois,RSS08,305,652,15,0,0,156,355,61,136,47,1727
2324-P03,6 à 12 mois,RSS08,35,286,1,0,0,8,89,2,21,2,444
2324-P03,Plus d'1 an,RSS08,0,2,0,0,0,0,1,,,0,3
2324-P03,0 à 6 mois,RSS09,214,167,7,0,0,50,231,150,14,48,881
2324-P03,6 à 12 mois,RSS09,15,1,32,0,0,1,2,1,,0,52
2324-P03,Plus d'1 an,RSS09,2,1,33,0,0,0,0,,,0,36
2324-P03,0 à 6 mois,RSS10,32,0,0,0,0,21,0,,,0,53
2324-P03,6 à 12 mois,RSS10,1,0,0,0,0,3,0,,,0,4
2324-P03,0 à 6 mois,RSS11,150,189,7,0,0,46,442,81,6,89,1010
2324-P03,6 à 12 mois,RSS11,19,33,0,0,0,5,4,6,4,10,81
2324-P03,Plus d'1 an,RSS11,6,5,0,0,0,0,0,,1,0,12
2324-P03,0 à 6 mois,RSS12,917,1667,128,0,0,422,1075,537,289,597,5632
2324-P03,6 à 12 mois,RSS12,202,524,47,0,0,8,57,75,53,142,1108
2324-P03,Plus d'1 an,RSS12,49,44,25,0,0,1,6,36,8,7,176
2324-P03,0 à 6 mois,RSS13,412,530,90,50,0,246,684,652,169,4,2837
2324-P03,6 à 12 mois,RSS13,44,157,7,4,0,17,53,240,7,4,533
2324-P03,Plus d'1 an,RSS13,3,1,0,0,0,2,4,23,,0,33
2324-P03,0 à 6 mois,RSS14,1083,1065,192,41,0,288,1236,536,461,194,5096
2324-P03,6 à 12 mois,RSS14,407,565,110,18,0,53,618,166,155,42,2134
2324-P03,Plus d'1 an,RSS14,298,389,160,33,0,9,301,383,153,13,1739
2324-P03,0 à 6 mois,RSS15,1571,1592,133,149,0,350,935,466,514,45,5755
2324-P03,6 à 12 mois,RSS15,812,966,15,35,0,18,98,172,87,4,2207
2324-P03,Plus d'1 an,RSS15,335,690,44,26,0,3,13,81,13,6,1211
2324-P03,0 à 6 mois,RSS16,2314,3446,388,40,53,1013,3871,1990,701,229,14045
2324-P03,6 à 12 mois,RSS16,471,1536,164,11,26,155,962,522,156,83,4086
2324-P03,Plus d'1 an,RSS16,259,1323,115,2,63,68,80,317,46,51,2324
2324-P04,0 à 6 mois,RSS01,490,649,0,0,0,106,486,22,225,425,2403
2324-P04,6 à 12 mois,RSS01,80,111,0,0,0,7,97,1,20,29,345
2324-P04,Plus d'1 an,RSS01,5,6,0,0,0,0,0,,1,0,12
2324-P04,0 à 6 mois,RSS02,656,1054,101,53,63,256,1555,487,379,213,4817
2324-P04,6 à 12 mois,RSS02,260,239,31,3,19,27,291,100,120,56,1146
2324-P04,Plus d'1 an,RSS02,73,71,31,3,39,11,58,26,31,28,371
2324-P04,0 à 6 mois,RSS03,2086,2820,261,161,289,914,2608,2056,1067,533,12795
2324-P04,6 à 12 mois,RSS03,493,1021,119,11,27,401,161,428,257,113,3031
2324-P04,Plus d'1 an,RSS03,82,179,161,5,20,89,7,58,34,28,663
2324-P04,0 à 6 mois,RSS04,885,1296,93,70,73,430,1448,869,403,295,5862
2324-P04,6 à 12 mois,RSS04,253,252,28,19,22,26,82,318,95,53,1148
2324-P04,Plus d'1 an,RSS04,42,61,18,5,7,1,17,90,66,5,312
2324-P04,0 à 6 mois,RSS05,1138,1806,534,39,153,422,1752,926,526,329,7625
2324-P04,6 à 12 mois,RSS05,424,629,139,6,67,134,291,248,166,133,2237
2324-P04,Plus d'1 an,RSS05,301,258,181,1,74,259,87,225,167,81,1634
2324-P04,0 à 6 mois,RSS06,7331,5481,2082,276,569,2480,8455,4537,2397,1416,35024
2324-P04,6 à 12 mois,RSS06,2412,2391,647,46,177,531,1471,2003,575,431,10684
2324-P04,Plus d'1 an,RSS06,770,1285,871,20,78,101,390,697,302,111,4625
2324-P04,0 à 6 mois,RSS07,731,647,276,36,79,215,1136,552,226,91,3989
2324-P04,6 à 12 mois,RSS07,257,456,68,3,33,116,100,253,105,47,1438
2324-P04,Plus d'1 an,RSS07,385,324,48,1,47,162,30,536,96,33,1662
2324-P04,0 à 6 mois,RSS08,299,664,7,0,0,134,320,59,131,46,1660
2324-P04,6 à 12 mois,RSS08,32,342,0,0,0,2,108,3,19,4,510
2324-P04,Plus d'1 an,RSS08,2,2,0,0,0,0,0,,,0,4
2324-P04,0 à 6 mois,RSS09,253,190,7,0,0,43,202,170,14,55,934
2324-P04,6 à 12 mois,RSS09,23,4,32,0,0,1,2,3,2,1,68
2324-P04,Plus d'1 an,RSS09,2,1,33,0,0,0,0,,,0,36
2324-P04,0 à 6 mois,RSS10,30,0,0,0,0,25,0,,,0,55
2324-P04,6 à 12 mois,RSS10,1,0,0,0,0,2,0,,,0,3
